"Action","Target","Status","Detail","BackupPath"
"Rebuild category page","toys/art-toys-and-editions/light-cult/index.html","Updated","Updated Light Cult page with 4 item card(s).","D:\github-backups\ron-english-toys\fix-art-toy-hero-images-and-green-star-skull-bulb-v1-20260513-110800\toys\art-toys-and-editions\light-cult\index.html"
"Rebuild category page","toys/art-toys-and-editions/star-skull/index.html","Updated","Updated Star Skull page with 3 item card(s).","D:\github-backups\ron-english-toys\fix-art-toy-hero-images-and-green-star-skull-bulb-v1-20260513-110800\toys\art-toys-and-editions\star-skull\index.html"
"Update main hero","Dark Star Grin","Updated","Old image: ../../images/Trampt/Dark%20Star%20Grin%20-%20DESIGNER%20TOY.jpeg; new image: ../../images/Trampt/Dark%20Star%20Black%20Grin%20-%20DESIGNER%20TOY.jpeg; hero item: Dark Star Grin - Black",""
"Update main hero","Police Grin","Updated","Old image: ../../images/Trampt/Gold%20Police%20Grin%20-%20DESIGNER%20TOY.jpeg; new image: ../../images/Trampt/Darth%20Black%20Police%20Grin%20(Bone%20Grin)%20-%20DESIGNER%20TOY.jpeg; hero item: Darth Police Grin - Black and Bone",""
"Update main hero","Iron Skin","Updated","Old image: ../../images/Trampt/Gold%20Iron%20Skin%20Grin%20-%20DESIGNER%20TOY-2.jpeg; new image: ../../images/Trampt/Iron%20Skin%20Boba%20Fett%20Grin%20-%20DESIGNER%20TOY.jpeg; hero item: Iron Skin Grin - Boba Fett",""
"Update main hero","Star Skull","Updated","Old image: ../../images/Trampt/GID%20Green%20Star%20Skull%20Bulb%20-%20DESIGNER%20TOY.jpeg; new image: ../../images/Trampt/Star%20Skull%20-%20Bone%20-%20DESIGNER%20TOY.jpeg; hero item: Star Skull - Bone",""
"Update main hero","Light Cult","Updated","Old image: ../../images/Trampt/Black%20%26%20White%20GID%20Light%20Cult%20Crypto%20Bulb%20-%20DESIGNER%20TOY.jpeg; new image: ../../images/Trampt/Black%20%26%20White%20GID%20Light%20Cult%20Crypto%20Bulb%20-%20DESIGNER%20TOY.jpeg; hero item: Black & White GID Light Cult Crypto Bulb",""
"Write main Art Toys index","toys/art-toys-and-editions/index.html","Updated","Updated affected category hero images.","D:\github-backups\ron-english-toys\fix-art-toy-hero-images-and-green-star-skull-bulb-v1-20260513-110800\toys\art-toys-and-editions\index.html"
