"Action","Target","Status","Detail","BackupPath"
"Remove index card","toys/art-toys-and-editions/index.html","Updated","Removed 1 Poobah card(s).","D:\github-backups\ron-english-toys\remove-poobah-entry-v1-20260513-090459\toys\art-toys-and-editions\index.html"
"Remove index card","toys/custom-toys/index.html","No change","No Poobah card found.",""
"Remove item page","items/poobah-546.html","Removed","HTML page removed after backup. Source images were not touched.","D:\github-backups\ron-english-toys\remove-poobah-entry-v1-20260513-090459\items\poobah-546.html"
