"Action","Target","Status","Detail","BackupPath"
"Update HTML","toys/art-toys-and-editions/charlie-grin/index.html","Updated","Removed 5 sunflower-only card(s) from non-Sunflower page. Removed 1 Charlie Grin Mono card(s).","D:\github-backups\ron-english-toys\fix-charlie-grin-sunflower-only-and-remove-mono-v1-20260513-114858\toys\art-toys-and-editions\charlie-grin\index.html"
"Update HTML","toys/art-toys-and-editions/mc/index.html","Updated","Removed 1 sunflower-only card(s) from non-Sunflower page.","D:\github-backups\ron-english-toys\fix-charlie-grin-sunflower-only-and-remove-mono-v1-20260513-114858\toys\art-toys-and-editions\mc\index.html"
"Remove item page","items/charlie-grin-mono-jps-exclusive-539.html","Removed","HTML page removed after backup. Source images were not touched.","D:\github-backups\ron-english-toys\fix-charlie-grin-sunflower-only-and-remove-mono-v1-20260513-114858\items\charlie-grin-mono-jps-exclusive-539.html"
