"ItemNumber","Title","Category","PageFile","Score","CandidateFileName","CandidateRelativePath","CandidateSizeKB","MatchedTokens"
"960","Dog Face Shell (Drawing)","Original Art","dog-face-shell-drawing-960.html","5","Silver DDog Grin (Black Smile) - DESIGNER TOY-2.jpeg","images\Trampt\Silver DDog Grin (Black Smile) - DESIGNER TOY-2.jpeg","34.6","dog"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","30","Heart Skull - Metallic Purple - DESIGNER TOY-2.jpeg","images\Trampt\Heart Skull - Metallic Purple - DESIGNER TOY-2.jpeg","44.3","heart; skull; purple"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","20","Black Pearl Heart Skull - DESIGNER TOY-2.jpeg","images\Trampt\Black Pearl Heart Skull - DESIGNER TOY-2.jpeg","53.6","heart; skull"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","20","Black Pearl Heart Skull - DESIGNER TOY-3.jpeg","images\Trampt\Black Pearl Heart Skull - DESIGNER TOY-3.jpeg","58","heart; skull"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","20","Purple & Green Sugar Diabetic Bear - DESIGNER TOY-2.jpeg","images\Trampt\Purple & Green Sugar Diabetic Bear - DESIGNER TOY-2.jpeg","49.2","green; purple"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","20","Rebel Rebel Heart Skull (NYCC '18) - DESIGNER TOY-2.jpeg","images\Trampt\Rebel Rebel Heart Skull (NYCC '18) - DESIGNER TOY-2.jpeg","66.3","heart; skull"
"1003","Heart Skull - Transparent Green & Purple","Custom Toy","heart-skull-transparent-green-purple-1003.html","10","4 Groovy Mc Supersized (Skull) - DESIGNER TOY-2.jpeg","images\Trampt\4 Groovy Mc Supersized (Skull) - DESIGNER TOY-2.jpeg","65.6","skull"
